name,h_index,organization_name,id,publication_num
"Krisin, Nikolay I.",1,Perm National Research Polytechnic University,209918,1
"Povyshev, Ilya A.",1,Perm National Research Polytechnic University,209919,1
"Fedotova, Vera",0,Perm National Research Polytechnic University,209920,1
"Bulatov, M. I.",0,Perm National Research Polytechnic University,209921,1
"Rashidov, Aleksandr R.",0,Perm National Research Polytechnic University,209922,1
"Romanov, I. D.",1,,209923,2
"Kharlamova, N. A.",0,Perm National Research Polytechnic University,209924,1
"Gulnaz, Suzdaleva",1,Perm National Research Polytechnic University,209925,1
"Avhacheva, Irina A.",1,Perm National Research Polytechnic University,209926,1
"Esina, E.",0,Perm National Research Polytechnic University,209927,1
"Votinova, Alyona O.",1,Perm National Research Polytechnic University,209928,1
"Balandina, Anna",0,Perm National Research Polytechnic University,209929,1
"Trapeznikov, A. A.",0,Perm National Research Polytechnic University,209930,1
"Trofimenko, A. I.",4,"RAS - Institute of Continuous Media Mechanics, Ural Branch",209931,14
"Kalugin, Vyacheslav Evgenyevich",1,Perm National Research Polytechnic University,209932,1
"Popov, Efim",1,,209933,1
"Korotayev, V. N.",0,,209935,1
"Melekhina, Y.",0,Perm National Research Polytechnic University,209936,1
"Anisimova, Ekaterina Leonidovna",1,Perm National Research Polytechnic University,209938,1
"Knyazeva, A. N.",1,Perm National Research Polytechnic University,209939,1
"Georgiev, M. N.",2,,209940,69
"Khamatnurova, Elena N.",0,Perm National Research Polytechnic University,209941,1
"Bolgov, Alexandr O.",0,Perm National Research Polytechnic University,209942,1
"Katsko, E. V.",0,Perm National Research Polytechnic University,209943,1
"Ryabov, V. G.",0,Perm National Research Polytechnic University,209944,1
"Nenasheva, O. Yu",2,Perm State Medical University,209946,10
"Pepelyaeva, Tatyana Ph",1,Perm National Research Polytechnic University,209947,1
"Bashminov, Alexander",1,Perm National Research Polytechnic University,209948,1
"Ponomareva, Svetlana V.",3,Perm National Research Polytechnic University,209949,6
"Leont'Ev, P. A.",1,Perm National Research Polytechnic University,209952,1
"Shishkina, Irina",0,Perm National Research Polytechnic University,209953,1
"Pudov, Alexey Grigor Ievich",1,,209954,2
"Shitsyn, Yuri D.",0,Perm National Research Polytechnic University,209955,1
"Salŉikov, Aleksey",1,Perm National Research Polytechnic University,209958,1
"Portnov, N. S.",1,Perm National Research Polytechnic University,209960,1
"Irina, Glushankova",1,Perm National Research Polytechnic University,209961,1
"Talipova, Lyudmila Yu",0,Perm National Research Polytechnic University,209962,1
"Nosov, Igor",0,Perm National Research Polytechnic University,209963,1
"Portalov, M. N.",1,Perm National Research Polytechnic University,209964,2
"Dektyarev, Dmitrij",0,Perm National Research Polytechnic University,209966,1
"Nikulina, S. A.",1,Perm National Research Polytechnic University,209967,1
"Sinyayev, K. A.",1,Perm National Research Polytechnic University,209968,1
"Ya Belenkiy, V.",0,Perm National Research Polytechnic University,209969,1
"Maksimov, A. S.",1,Perm National Research Polytechnic University,209970,1
"Lukoyanov, R. P.",1,Perm National Research Polytechnic University,209971,1
"Kiselev, V. V.",0,Perm National Research Polytechnic University,209972,1
"Kasyanova, E. A.",0,Perm National Research Polytechnic University,209973,1
"Rizovich, Ablyaz Timur",1,Perm National Research Polytechnic University,209974,1
"Zinnurova, Yuliya",1,Perm National Research Polytechnic University,209976,1
"Ivshina, Iu",1,Perm National Research Polytechnic University,209977,1
"Nosova, E. A.",1,,209978,1
"Schlykov, Evgeniy Sergeevich",1,Perm National Research Polytechnic University,209979,1
"Gorbunov, A. A.",0,Perm National Research Polytechnic University,209980,1
"Lorgov, E. S.",1,Perm National Research Polytechnic University,209981,1
"Kachenuk, Maxim N.",1,Perm National Research Polytechnic University,209982,1
"Smetannlkov, Oleg",1,Perm National Research Polytechnic University,209983,1
"Tulieva, Karina",0,Perm National Research Polytechnic University,209986,1
"Kutergin, A. V.",0,Perm National Research Polytechnic University,209987,1
"Sazenkov, Nikolay",0,Perm National Research Polytechnic University,209988,1
"Belmas, Svetlana",0,Perm National Research Polytechnic University,209989,1
"Zayats, L. Ts",3,Perm National Research Polytechnic University,209990,9
"Saloutin, Viсtor I.",19,"RAS - Postovsky Institute of Organic Synthesis, Ural Branch",209991,374
"Starostin, Vladimir P.",1,Perm National Research Polytechnic University,209992,1
"Zakirov, G. D.",1,,209993,5
"Davydov, A. R.",0,Perm National Research Polytechnic University,209996,6
"Sursanov, D.",0,Perm National Research Polytechnic University,209997,1
"Rachkova, A. P.",0,Perm National Research Polytechnic University,209998,1
"Kern, D. A.",1,Perm National Research Polytechnic University,209999,1
"Hakimova, F. H.",0,Perm National Research Polytechnic University,210000,2
"Kudinov, A. V.",0,Perm National Research Polytechnic University,210003,1
"Noskova, Aleksandra",0,Perm National Research Polytechnic University,210004,1
"Bolshakova, Anna",0,Perm National Research Polytechnic University,210005,1
"Shestakov, S. A.",0,Perm National Research Polytechnic University,210006,1
"Singh Sidhu, Sarabjeet",1,,210007,1
"Siniaev, K. A.",0,Perm National Research Polytechnic University,210009,1
"Fadeeva, Tatyana",0,Perm National Research Polytechnic University,210010,1
"Slabodenyuk, Ilya",0,Perm National Research Polytechnic University,210011,1
"Nechaev, N. P.",1,Perm National Research Polytechnic University,210012,9
"Sharafutdinov, R. R.",0,Perm National Research Polytechnic University,210013,1
"Cherniaev, A.",0,Perm National Research Polytechnic University,210014,1
"Buzmakov, Dmitriy",1,Perm National Research Polytechnic University,210015,1
"Shchavlev, Valeriy",1,Perm National Research Polytechnic University,210017,1
"Rabotnikov, Mikhail Alekseevich",0,Perm National Research Polytechnic University,210019,1
"Shajmardanov, A. R.",1,Perm National Research Polytechnic University,210020,1
"Plonikov, Anatoliy D.",1,Saint-Petersburg State University of Architecture and Civil Engineering,210021,2
"Mavlikaeva, Yu A.",2,,210022,3
"Ziyatdinov, I. R.",0,Perm National Research Polytechnic University,210023,1
"Korkodinov, Ya A.",1,Perm National Research Polytechnic University,210024,1
"Kalinin, Ivan",2,Perm National Research Polytechnic University,210025,3
"Nozdryukhin, Alexander D.",0,,210026,1
"Stegniy, Vladimir N.",9,Tomsk State University,210027,129
"Istomin, Denis A.",0,Perm National Research Polytechnic University,210029,1
"Zhelanov, E. V.",1,Perm National Research Polytechnic University,210030,1
"Burakova, A. E.",0,Perm National Research Polytechnic University,210032,1
"Danilchenko, P. V.",1,Perm National Research Polytechnic University,210033,1
"Startsev, V. I.",1,Perm National Research Polytechnic University,210034,1
"Usynin, E. V.",0,Perm National Research Polytechnic University,210035,1
"Kluchnikov, A. T.",0,Perm National Research Polytechnic University,210036,1
"Ivanov, Gleb O.",0,Perm National Research Polytechnic University,210037,1
"Nechaev, A. S.",1,Perm National Research Polytechnic University,210039,1
"Selukov, Dmitry G.",0,Perm National Research Polytechnic University,210040,1
"Kudryashova, Ekaterina N.",0,Perm National Research Polytechnic University,210041,1
"Makurina, T. V.",1,Perm National Research Polytechnic University,210043,2
"Nagorny, O. V.",0,Perm National Research Polytechnic University,210044,2
"Tretyakov Mikhail, P.",1,Perm National Research Polytechnic University,210045,1
"Markov, Denis",0,Perm National Research Polytechnic University,210046,1
"Kukharchuk, A. V.",1,Perm National Research Polytechnic University,210049,1
"Ozernykh, Olga S.",1,Perm National Research Polytechnic University,210050,1
"Makarova, K. V.",1,Perm National Research Polytechnic University,210051,1
"Klochkova, Mariya A.",1,Perm National Research Polytechnic University,210052,1
"Giljev, Viktor Grigorjevich",1,Perm National Research Polytechnic University,210053,1
"Burdina, Yu A.",0,Perm National Research Polytechnic University,210054,1
"Mekhanoshina, O. R.",0,Perm National Research Polytechnic University,210056,1
"Volkovskiy, A. A.",0,Perm National Research Polytechnic University,210057,1
"S.A.Nikulina,",1,Perm National Research Polytechnic University,210058,1
"Sokolov, V.",0,Perm National Research Polytechnic University,210059,1
"Ozhgibesov, O. A.",1,Perm National Research Polytechnic University,210060,1
"Kurilo, Olga N.",1,Perm National Research Polytechnic University,210061,2
"Ozernykh, Vladimir S.",1,"RAS - Institute of Continuous Media Mechanics, Ural Branch",210062,6
"Lokteev, S. A.",0,Perm National Research Polytechnic University,210063,1
"Nyashina, Natalya D.",1,Perm National Research Polytechnic University,210065,4
"Rogozhnikova, Elena N.",0,Perm National Research Polytechnic University,210066,1
"Patrakova, E. V.",0,Perm National Research Polytechnic University,210067,1
"Mel'nikova, Tat'yana E.",0,Perm National Research Polytechnic University,210068,3
"Makarevich, Yu L.",0,,210070,2
"Mindibaev, M. R.",1,Perm National Research Polytechnic University,210071,1
"Aleshkov, A. A.",0,Perm National Research Polytechnic University,210072,1
"Amirov, N. E.",0,Perm National Research Polytechnic University,210073,1
"Beltyukova, S. M.",0,Perm National Research Polytechnic University,210074,1
"Popovtseva, L. Ye",0,Perm National Research Polytechnic University,210075,1
"Volodina, Julia I.",1,Perm National Research Polytechnic University,210076,1
"Sadiakhmatov, Mikhail",1,Perm National Research Polytechnic University,210077,1
"Andrakovskiy, R. E.",1,Perm National Research Polytechnic University,210078,1
"Yu Lyubimova, N.",0,Perm National Research Polytechnic University,210079,1
"Piskunov, Anatoliy",1,Perm National Research Polytechnic University,210080,1
"Cherepanov, Feodor Mihailovich",5,Perm State National Research University,210081,8
"Petukhov, Aleksandr V.",5,Perm State Humanitarian Pedagogical University,210082,10
"Niemann, Ramona",3,,210084,5
"Chugainova, Anastasia",0,Perm National Research Polytechnic University,210085,1
"Fofanov, Vladimir O.",0,Perm National Research Polytechnic University,210087,2
"Tikhomirova, Ksenia A.",2,"RAS - Institute of Continuous Media Mechanics, Ural Branch",210088,7
"Akulich, Y. V.",1,Perm National Research Polytechnic University,210089,1
"Khudaiberdina, Marina",0,Perm National Research Polytechnic University,210091,1
"Felikan, K. V.",0,Perm National Research Polytechnic University,210092,1
"Bul′bovich, R. V.",1,Perm National Research Polytechnic University,210093,1
"Chernyaev, Vladislav V.",0,Perm National Research Polytechnic University,210094,1
"Merzlyakova, N. A.",1,Perm National Research Polytechnic University,210095,1
"Zakharov, O. V.",10,Saratov State Technical University,210096,66
"Anisimov, Ekaterina L.",0,Perm National Research Polytechnic University,210097,1
"Mekhonoshina, N. V.",1,Perm National Research Polytechnic University,210099,1
"Perlov, Maksim Sergeyevich",0,Perm National Research Polytechnic University,210100,1
"Davydova, V. A.",0,Perm National Research Polytechnic University,210101,1
"Pirogova, Yulia",0,Perm National Research Polytechnic University,210102,1
"Sentebova, Elena Leonovna",0,Perm National Research Polytechnic University,210103,1
"Chaikovskii, V. K.",8,Perm National Research Polytechnic University,210104,21
"Dyakov, M. S.",1,Perm National Research Polytechnic University,210106,1
"Koshkin, K. A.",1,Perm National Research Polytechnic University,210107,3
"Pankov, Alexaner",1,Perm National Research Polytechnic University,210108,1
"Lucenko, A. S.",0,Perm National Research Polytechnic University,210110,1
"Tretyakov, E. O.",1,Perm National Research Polytechnic University,210111,1
"Ozhegova, Evgenia Vladimirovna",0,Perm National Research Polytechnic University,210112,1
"Pekov, A. P.",0,Perm National Research Polytechnic University,210114,1
"Vjatkin, Alexey A.",6,Perm State Humanitarian Pedagogical University,210115,23
"Ivanova, Alevtina A.",10,Perm State Humanitarian Pedagogical University,210119,67
"Rysin, Kirill Yu",3,Perm State Humanitarian Pedagogical University,210124,7
"Mosina, Margarita Alexandrovna",1,Perm State Humanitarian Pedagogical University,210130,4
"Akatova, Alevtina A.",1,Perm State Humanitarian Pedagogical University,210134,7
"Selivanov, Alexey Evgen Evich",1,Perm State Humanitarian Pedagogical University,210137,4
"Zakharov, Andrei P.",4,,210138,16
"Aitova, Elizaveta V.",2,Perm State Humanitarian Pedagogical University,210157,2
"Abyzova, T. V.",0,Perm State Humanitarian Pedagogical University,210159,2
"Kosolapova, Larisa Alexandrovna",1,Perm State National Research University,210160,6
"Zamaraeva, Zinaida Petrovna",1,Perm State National Research University,210167,3
"Vyatkin, A. A.",1,Perm State Humanitarian Pedagogical University,210168,1
"Bazhutin, Grigory A.",3,Russian Academy of Sciences,210173,5
"Stepkina, Olga S.",1,Perm State Humanitarian Pedagogical University,210176,1
"Myznikov, Vladimir M.",1,Perm State Humanitarian Pedagogical University,210198,6
"Baluev, S. A.",0,Perm State Humanitarian Pedagogical University,210223,1
"Krylova, Maria",1,Saratov State University,210231,3
"Dubova, Irina",1,Perm State Humanitarian Pedagogical University,210232,1
"Karakulova, Yu V.",4,Perm State Medical University,210259,43
"Plaksin, Sergeу A.",2,Perm State Medical University,210261,34
"Godovalov, А. P.",2,Perm State Medical University,210265,21
"Samartsev, Vladimir Arkadyevich",4,Perm State Medical University,210266,22
"Furman, Evgeniy Grigorievich",3,Perm State Medical University,210267,20
"Gavrilova, T. V.",2,,210277,33
"Gavrilov, V. A.",4,Perm State Medical University,210280,12
"Dumler, Andrey Arturovich",6,Perm State Medical University,210288,22
"Kravtsov, Yu I.",2,Perm State Medical University,210289,18
"Rogozhnikov, Gennadiy I.",2,Perm State Medical University,210290,19
"Kuznetsova, Marina V.",6,"RAS - Institute of Ecology and Genetics of Microorganisms, Ural Branch",210296,42
